movieId,title,genres,ratings,year
78,You're Still The One,Fantasy,10,2004
79,You Changed My Life,Drama,5,2007
80,Love You to the Stars and Back,Horror,2,2012
81,Crazy Beautiful You,Sci-Fi,7,2004
82,My Amnesia Girl,Romance,2,2003
83,A Very Special Love,Comedy,6,2010
84,Close to You,Thriller,7,2005
85,The Mistress,Sci-Fi,3,2003
86,The Healing,Sci-Fi,7,2007
87,The Unmarried Wife,Sci-Fi,8,2004
88,Sukob,Drama,1,2003
89,Everything About Her,Thriller,4,2006
90,Miss Granny,Romance,4,2005
91,The Breakup Playlist,Action,1,2007
92,Everything About Her,Thriller,8,2008
93,My Ex and Whys,Romance,3,2009
94,Sisterakas,Horror,8,2012
95,Ang Tanging Ina,Fantasy,2,2006
96,A Second Chance,Horror,4,2009
97,The Unmarried Wife,Comedy,5,2008
98,Exes Baggage,Action,8,2011
99,Kasal Kasali Kasalo,Fantasy,10,2007
100,Sukob,Romance,1,2011
101,Tanging Yaman,Horror,8,2009
102,The Love Affair,Fantasy,7,2006
103,Here Comes the Bride,Horror,3,2004
104,Alone/Together,Romance,8,2012
105,Starting Over Again,Comedy,8,2012
106,The Mistress,Horror,1,2008
107,My Amnesia Girl,Comedy,3,2010
108,One More Chance,Fantasy,4,2004
109,Barcelona: A Love Untold,Drama,6,2003
110,Crazy Beautiful You,Horror,4,2010
111,She's Dating the Gangster,Action,1,2009
112,Suddenly It's Magic,Drama,5,2005
113,Feng Shui,Comedy,6,2012
114,Here Comes the Bride,Comedy,7,2007
115,Love You to the Stars and Back,Comedy,7,2008
116,Exes Baggage,Thriller,9,2007
117,You're Still The One,Fantasy,5,2004
118,Close to You,Sci-Fi,8,2009
119,No Other Woman,Action,1,2009
120,Dekada '70,Comedy,2,2006
121,Alone/Together,Comedy,5,2005
122,One More Chance,Comedy,5,2010
123,Kasal Kasali Kasalo,Romance,10,2003
124,She's the One,Sci-Fi,10,2007
125,The Breakup Playlist,Thriller,10,2004
126,She's the One,Sci-Fi,1,2012
127,She's the One,Fantasy,7,2002
128,Starting Over Again,Horror,8,2003
129,The Girl in the Orange Dress,Thriller,9,2007
130,Tanging Yaman,Action,4,2009
131,The Love Affair,Horror,9,2004
132,The Unmarried Wife,Drama,6,2004
133,My Amnesia Girl,Horror,5,2009
134,The Girl in the Orange Dress,Drama,4,2003
135,Ex with Benefits,Thriller,2,2002
136,Praybeyt Benjamin,Sci-Fi,6,2004
137,The Unmarried Wife,Romance,6,2011
138,Love You to the Stars and Back,Fantasy,4,2005
139,Kimmy Dora,Comedy,8,2004
140,All About Love,Fantasy,5,2005
141,The Girl in the Orange Dress,Thriller,7,2007
142,Everyday I Love You,Horror,7,2004
143,Can't Help Falling In Love,Horror,3,2004
144,She's Dating the Gangster,Horror,10,2007
145,It Takes a Man and a Woman,Horror,5,2012
146,Everything About Her,Comedy,9,2007
147,It Takes a Man and a Woman,Thriller,1,2008
148,Till I Met You,Drama,1,2003
149,Exes Baggage,Action,1,2009
150,The Unmarried Wife,Comedy,9,2003
151,Everyday I Love You,Romance,6,2005
152,Praybeyt Benjamin,Horror,9,2009
153,Three Words to Forever,Drama,8,2011
154,Kasal Kasali Kasalo,Horror,8,2003
155,Four Sisters and a Wedding,Romance,9,2002
156,Bride for Rent,Drama,9,2004
157,My Ex and Whys,Comedy,2,2005
158,Can't Help Falling In Love,Romance,6,2011
159,Love You to the Stars and Back,Fantasy,3,2010
160,My Amnesia Girl,Sci-Fi,10,2007
161,Sukob,Action,3,2005
162,A Very Special Love,Fantasy,8,2010
163,Suddenly It's Magic,Drama,1,2002
164,In My Life,Horror,1,2011
165,The Love Affair,Sci-Fi,2,2008
166,The Achy Breaky Hearts,Horror,4,2007
167,Can't Help Falling In Love,Comedy,9,2012
168,My Amnesia Girl,Action,9,2008
169,One More Chance,Thriller,3,2005
170,Crazy Beautiful You,Action,7,2003
171,My Amnesia Girl,Drama,2,2008
172,Ex with Benefits,Sci-Fi,1,2009
173,The Mistress,Action,7,2011
174,All About Love,Thriller,6,2012
175,Barcelona: A Love Untold,Romance,7,2011
176,The Hows of Us,Thriller,8,2012
177,The Mistress,Comedy,4,2002
178,Ang Tanging Ina,Drama,8,2009
179,Barcelona: A Love Untold,Horror,6,2009
180,The Love Affair,Thriller,7,2012
181,Barcelona: A Love Untold,Sci-Fi,2,2011
182,Three Words to Forever,Action,10,2012
183,Alone/Together,Fantasy,2,2003
184,The Achy Breaky Hearts,Romance,6,2005
185,Three Words to Forever,Sci-Fi,9,2008
186,Starting Over Again,Action,10,2007
187,Kasal Kasali Kasalo,Sci-Fi,1,2005
188,One More Chance,Horror,9,2009
189,The Achy Breaky Hearts,Drama,5,2003
190,It Takes a Man and a Woman,Sci-Fi,3,2008
191,Till I Met You,Thriller,6,2012
192,The Unmarried Wife,Romance,7,2005
193,Barcelona: A Love Untold,Comedy,1,2008
194,The Hows of Us,Fantasy,1,2006
195,Praybeyt Benjamin,Action,3,2010
196,Everything About Her,Drama,9,2007
197,My Ex and Whys,Thriller,3,2012
198,Suddenly It's Magic,Fantasy,8,2008
199,You're Still The One,Sci-Fi,5,2006
200,Miss Granny,Drama,6,2007
201,The Mistress,Horror,9,2002
202,My Ex and Whys,Romance,3,2008
203,Three Words to Forever,Sci-Fi,2,2003
204,One More Chance,Comedy,3,2005
205,Sisterakas,Action,4,2007
206,Here Comes the Bride,Horror,1,2008
207,The Achy Breaky Hearts,Thriller,6,2010
208,Tanging Yaman,Sci-Fi,6,2010
209,A Very Special Love,Drama,4,2012
210,Everyday I Love You,Thriller,6,2010
211,Kung Fu Divas,Comedy,9,2009
212,Close to You,Comedy,6,2008
213,My Ex and Whys,Drama,9,2012
214,My Ex and Whys,Comedy,3,2008
215,She's the One,Fantasy,10,2008
216,Seven Sundays,Comedy,3,2008
217,The Girl in the Orange Dress,Thriller,1,2011
218,Ang Tanging Ina,Romance,6,2005
219,You Changed My Life,Drama,2,2002
220,The Healing,Horror,7,2007
221,Alone/Together,Fantasy,2,2009
222,Everything About Her,Horror,9,2004
223,Exes Baggage,Thriller,8,2005
224,The Love Affair,Comedy,5,2009
225,A Very Special Love,Comedy,4,2011
226,Ang Tanging Ina,Thriller,9,2007
227,Here Comes the Bride,Sci-Fi,10,2011
228,She's the One,Sci-Fi,4,2006
229,Miss Granny,Drama,10,2009
230,The Healing,Drama,8,2011
231,No Other Woman,Horror,5,2003
232,The Breakup Playlist,Drama,3,2012
233,My Amnesia Girl,Romance,4,2007
234,Alone/Together,Fantasy,4,2004
235,Till I Met You,Sci-Fi,6,2011
236,Starting Over Again,Thriller,7,2004
237,Kimmy Dora,Horror,3,2011
238,Seven Sundays,Romance,8,2004
239,Four Sisters and a Wedding,Fantasy,9,2004
240,Ex with Benefits,Romance,8,2007
241,My Big Love,Horror,8,2003
242,My Ex and Whys,Sci-Fi,5,2009
243,The Girl in the Orange Dress,Fantasy,7,2007
244,Miss Granny,Sci-Fi,5,2003
245,A Second Chance,Thriller,10,2007
246,Sisterakas,Thriller,2,2009
247,Kasal Kasali Kasalo,Drama,8,2005
248,A Very Special Love,Action,6,2007
249,My Ex and Whys,Fantasy,2,2008
250,A Very Special Love,Sci-Fi,5,2004
251,My Amnesia Girl,Sci-Fi,9,2003
252,Bride for Rent,Drama,8,2004
253,You're Still The One,Sci-Fi,4,2007
254,Feng Shui,Comedy,9,2002
255,She's Dating the Gangster,Action,8,2012
256,Crazy Beautiful You,Fantasy,3,2005
257,Kimmy Dora,Thriller,3,2009
258,A Very Special Love,Drama,9,2003
259,Seven Sundays,Comedy,3,2006
260,No Other Woman,Comedy,8,2004
261,The Girl in the Orange Dress,Fantasy,8,2009
262,My Amnesia Girl,Romance,7,2004
263,The Achy Breaky Hearts,Action,3,2004
264,Sukob,Fantasy,1,2012
265,One More Chance,Sci-Fi,7,2002
266,The Love Affair,Drama,3,2007
267,Bride for Rent,Action,9,2012
268,My Amnesia Girl,Romance,1,2010
269,The Girl in the Orange Dress,Horror,5,2007
270,No Other Woman,Thriller,4,2011
271,A Very Special Love,Fantasy,2,2009
272,The Mistress,Horror,5,2009
273,Bride for Rent,Drama,7,2004
274,The Unmarried Wife,Comedy,10,2012
275,Dekada '70,Sci-Fi,6,2002
276,You're Still The One,Action,10,2006
277,Four Sisters and a Wedding,Fantasy,1,2006
278,Kimmy Dora,Sci-Fi,8,2008
279,Kung Fu Divas,Drama,9,2003
280,Ang Tanging Ina,Horror,1,2011
281,Sisterakas,Action,7,2003
282,The Unmarried Wife,Drama,9,2011
283,Kung Fu Divas,Thriller,3,2004
284,Ex with Benefits,Thriller,5,2012
285,The Unmarried Wife,Drama,1,2011
286,Love You to the Stars and Back,Comedy,2,2008
287,No Other Woman,Sci-Fi,2,2004
288,In My Life,Comedy,3,2011
289,The Hows of Us,Fantasy,2,2002
290,The Achy Breaky Hearts,Comedy,1,2002
291,Ang Tanging Ina,Thriller,8,2002
292,Alone/Together,Action,8,2007
293,Here Comes the Bride,Drama,4,2008
294,All About Love,Thriller,3,2007
295,The Hows of Us,Action,4,2010
296,The Girl in the Orange Dress,Comedy,6,2005
297,Kung Fu Divas,Thriller,7,2003
298,Praybeyt Benjamin,Thriller,8,2004
299,The Breakup Playlist,Comedy,4,2007
300,Dekada '70,Action,1,2010
301,Starting Over Again,Comedy,5,2008
302,In My Life,Action,1,2003
303,Till I Met You,Action,1,2012
304,Praybeyt Benjamin,Comedy,5,2011
305,The Breakup Playlist,Comedy,7,2006
306,Miss Granny,Drama,7,2008
307,The Achy Breaky Hearts,Thriller,3,2009
308,Three Words to Forever,Sci-Fi,1,2005
309,Barcelona: A Love Untold,Sci-Fi,5,2006
310,Love You to the Stars and Back,Fantasy,9,2004
311,The Healing,Sci-Fi,6,2007
312,Seven Sundays,Comedy,9,2011
313,Feng Shui,Thriller,10,2011
314,Crazy Beautiful You,Horror,10,2012
315,Everything About Her,Sci-Fi,6,2009
316,Ang Tanging Ina,Drama,5,2002
317,The Unmarried Wife,Romance,7,2004
318,Four Sisters and a Wedding,Comedy,6,2003
319,Four Sisters and a Wedding,Comedy,3,2008
320,It Takes a Man and a Woman,Romance,7,2006
321,Kung Fu Divas,Romance,9,2007
322,The Healing,Horror,9,2012
323,It Takes a Man and a Woman,Drama,2,2002
324,The Healing,Fantasy,3,2010
325,Exes Baggage,Comedy,7,2012
326,A Second Chance,Action,9,2008
327,Starting Over Again,Comedy,3,2011
328,You Changed My Life,Thriller,7,2007
329,Close to You,Romance,3,2003
330,Dekada '70,Fantasy,1,2009
331,Three Words to Forever,Sci-Fi,4,2009
332,It Takes a Man and a Woman,Fantasy,3,2009
333,Kimmy Dora,Romance,10,2007
334,Here Comes the Bride,Comedy,10,2003
335,A Very Special Love,Fantasy,10,2004
336,Tanging Yaman,Comedy,7,2007
337,Three Words to Forever,Sci-Fi,3,2005
338,The Healing,Horror,6,2012
339,The Achy Breaky Hearts,Drama,2,2009
340,The Achy Breaky Hearts,Drama,3,2008
341,Miss Granny,Thriller,5,2008
342,The Mistress,Sci-Fi,2,2004
343,She's the One,Action,10,2012
344,All About Love,Sci-Fi,10,2006
345,My Ex and Whys,Drama,6,2010
346,Can't Help Falling In Love,Horror,2,2012
347,All About Love,Horror,7,2010
348,Ex with Benefits,Romance,9,2011
349,Sisterakas,Drama,10,2008
350,A Second Chance,Horror,8,2002
351,Feng Shui,Sci-Fi,4,2002
352,In My Life,Horror,7,2004
353,Miss Granny,Thriller,10,2010
354,Can't Help Falling In Love,Horror,2,2002
355,In My Life,Romance,3,2011
356,The Unmarried Wife,Horror,10,2009
357,Here Comes the Bride,Horror,7,2011
358,A Very Special Love,Drama,8,2006
359,Praybeyt Benjamin,Action,5,2004
360,Ex with Benefits,Thriller,2,2011
361,Feng Shui,Sci-Fi,10,2011
362,Three Words to Forever,Romance,2,2008
363,Three Words to Forever,Comedy,9,2008
364,The Love Affair,Action,4,2011
365,The Healing,Action,2,2007
366,Close to You,Comedy,10,2010
367,Ex with Benefits,Romance,9,2003
368,My Ex and Whys,Sci-Fi,6,2008
369,Miss Granny,Comedy,3,2005
370,She's Dating the Gangster,Action,8,2007
371,Bride for Rent,Sci-Fi,5,2002
372,Tanging Yaman,Sci-Fi,4,2012
373,Ang Tanging Ina,Thriller,6,2008
374,Kasal Kasali Kasalo,Romance,9,2004
375,The Love Affair,Horror,6,2002
376,The Love Affair,Romance,7,2004
377,Love You to the Stars and Back,Drama,9,2010
378,The Love Affair,Comedy,6,2005
379,It Takes a Man and a Woman,Horror,8,2011
380,Close to You,Thriller,9,2004
381,Three Words to Forever,Drama,2,2003
382,Kasal Kasali Kasalo,Horror,2,2012
383,The Achy Breaky Hearts,Thriller,8,2011
384,Praybeyt Benjamin,Sci-Fi,3,2009
385,Exes Baggage,Horror,4,2007
386,My Big Love,Drama,3,2012
387,Ex with Benefits,Drama,5,2007
388,The Hows of Us,Horror,6,2002
389,My Big Love,Action,6,2005
390,Sukob,Action,7,2008
391,My Ex and Whys,Comedy,1,2009
392,Miss Granny,Thriller,2,2002
393,Praybeyt Benjamin,Comedy,6,2008
394,Seven Sundays,Romance,6,2005
395,Three Words to Forever,Comedy,6,2009
396,Can't Help Falling In Love,Action,1,2008
397,My Big Love,Sci-Fi,5,2003
398,Sisterakas,Drama,3,2008
399,Praybeyt Benjamin,Fantasy,10,2002
400,My Big Love,Action,3,2007
401,Barcelona: A Love Untold,Action,4,2012
402,Four Sisters and a Wedding,Thriller,5,2004
403,The Mistress,Romance,3,2002
404,In My Life,Thriller,10,2012
405,Ang Tanging Ina,Comedy,4,2008
406,Sukob,Drama,6,2010
407,The Girl in the Orange Dress,Fantasy,1,2009
408,She's the One,Sci-Fi,10,2003
409,In My Life,Drama,8,2002
410,Can't Help Falling In Love,Drama,1,2004
411,Tanging Yaman,Romance,8,2009
412,A Second Chance,Horror,3,2003
413,No Other Woman,Action,7,2004
414,You're Still The One,Thriller,9,2003
415,Till I Met You,Fantasy,5,2007
416,Exes Baggage,Action,6,2004
417,It Takes a Man and a Woman,Romance,1,2002
418,Kasal Kasali Kasalo,Romance,8,2004
419,Four Sisters and a Wedding,Horror,10,2011
420,The Love Affair,Drama,4,2012
421,The Girl in the Orange Dress,Action,2,2003
422,Kasal Kasali Kasalo,Horror,9,2004
423,Dekada '70,Drama,4,2006
424,Sukob,Thriller,5,2005
425,All About Love,Drama,4,2008
426,In My Life,Thriller,2,2005
427,A Very Special Love,Romance,10,2007
428,Sukob,Sci-Fi,8,2002
429,Miss Granny,Sci-Fi,6,2009
430,The Love Affair,Romance,2,2006
431,In My Life,Sci-Fi,10,2008
432,Close to You,Romance,8,2009
433,My Big Love,Horror,4,2005
434,My Amnesia Girl,Sci-Fi,5,2012
435,A Second Chance,Sci-Fi,8,2010
436,Love You to the Stars and Back,Romance,6,2002
437,Miss Granny,Thriller,1,2004
438,She's Dating the Gangster,Romance,4,2010
439,A Second Chance,Comedy,3,2003
440,Crazy Beautiful You,Drama,7,2003
441,Everyday I Love You,Thriller,6,2008
442,Tanging Yaman,Fantasy,9,2010
443,Alone/Together,Fantasy,10,2009
444,The Healing,Romance,10,2005
445,My Amnesia Girl,Horror,1,2012
446,Close to You,Action,4,2005
447,A Very Special Love,Romance,3,2006
448,My Ex and Whys,Fantasy,8,2002
449,She's the One,Comedy,7,2011
450,My Amnesia Girl,Thriller,1,2010
451,My Ex and Whys,Sci-Fi,8,2005
452,Four Sisters and a Wedding,Drama,3,2006
453,Seven Sundays,Horror,3,2005
454,The Hows of Us,Horror,2,2002
455,Dekada '70,Drama,6,2006
456,Ang Tanging Ina,Romance,2,2003
457,You're Still The One,Drama,2,2012
458,Crazy Beautiful You,Horror,5,2011
459,The Mistress,Romance,1,2005
460,The Girl in the Orange Dress,Romance,1,2012
461,The Healing,Horror,10,2012
462,The Breakup Playlist,Action,2,2012
463,Barcelona: A Love Untold,Comedy,4,2006
464,My Big Love,Romance,3,2012
465,Can't Help Falling In Love,Fantasy,1,2006
466,Dekada '70,Sci-Fi,7,2009
467,Three Words to Forever,Comedy,1,2002
468,My Ex and Whys,Comedy,3,2005
469,You're Still The One,Action,7,2012
470,Can't Help Falling In Love,Action,4,2002
471,Crazy Beautiful You,Romance,7,2012
472,My Amnesia Girl,Sci-Fi,3,2011
473,You're Still The One,Thriller,4,2007
474,A Very Special Love,Comedy,3,2006
475,Exes Baggage,Action,4,2005
476,Kimmy Dora,Comedy,8,2002
477,Exes Baggage,Thriller,8,2012
478,Can't Help Falling In Love,Fantasy,6,2004
479,In My Life,Action,3,2007
480,Sukob,Horror,1,2006
481,Tanging Yaman,Sci-Fi,2,2006
482,The Healing,Action,4,2009
483,The Hows of Us,Horror,9,2012
484,Alone/Together,Thriller,4,2006
485,Feng Shui,Fantasy,9,2008
486,My Ex and Whys,Action,6,2003
487,Kasal Kasali Kasalo,Sci-Fi,4,2011
488,Crazy Beautiful You,Thriller,1,2009
489,Bride for Rent,Thriller,10,2008
490,It Takes a Man and a Woman,Sci-Fi,1,2003
491,Alone/Together,Action,7,2006
492,Feng Shui,Comedy,9,2006
493,Three Words to Forever,Horror,6,2009
494,Seven Sundays,Thriller,4,2007
495,My Amnesia Girl,Action,1,2008
496,Ex with Benefits,Fantasy,1,2009
497,Here Comes the Bride,Drama,5,2007
498,The Unmarried Wife,Comedy,6,2004
499,The Girl in the Orange Dress,Thriller,7,2011
500,Everything About Her,Horror,9,2006
501,She's Dating the Gangster,Fantasy,9,2007
502,The Achy Breaky Hearts,Action,10,2003
503,My Amnesia Girl,Action,8,2005
504,The Unmarried Wife,Fantasy,1,2012
505,Everyday I Love You,Romance,4,2002
506,Close to You,Drama,6,2003
507,Bride for Rent,Romance,5,2009
508,Kasal Kasali Kasalo,Sci-Fi,1,2004
509,Four Sisters and a Wedding,Action,8,2008
510,Three Words to Forever,Comedy,2,2004
511,One More Chance,Comedy,9,2005
512,One More Chance,Horror,2,2002
513,Praybeyt Benjamin,Drama,4,2004
514,My Big Love,Sci-Fi,4,2003
515,The Healing,Thriller,3,2011
516,Barcelona: A Love Untold,Sci-Fi,1,2010
517,All About Love,Fantasy,10,2006
518,Sisterakas,Horror,5,2002
519,Exes Baggage,Comedy,9,2007
520,Here Comes the Bride,Horror,4,2003
521,No Other Woman,Sci-Fi,2,2003
522,Sisterakas,Sci-Fi,4,2010
523,Kasal Kasali Kasalo,Thriller,6,2008
524,Kasal Kasali Kasalo,Thriller,3,2004
525,Sisterakas,Romance,1,2012
526,One More Chance,Drama,7,2008
527,Crazy Beautiful You,Action,5,2008
528,Ex with Benefits,Horror,9,2007
529,Exes Baggage,Romance,1,2011
530,Starting Over Again,Thriller,2,2006
531,Tanging Yaman,Sci-Fi,4,2004
532,Love You to the Stars and Back,Fantasy,2,2005
533,The Unmarried Wife,Horror,2,2010
534,Kasal Kasali Kasalo,Drama,9,2011
535,Kung Fu Divas,Fantasy,4,2002
536,Kimmy Dora,Romance,2,2012
537,Exes Baggage,Sci-Fi,2,2005
538,Exes Baggage,Thriller,2,2011
539,My Ex and Whys,Fantasy,9,2003
540,The Unmarried Wife,Comedy,2,2004
541,Close to You,Comedy,4,2007
542,Alone/Together,Drama,6,2002
543,She's Dating the Gangster,Action,3,2009
544,Miss Granny,Fantasy,8,2002
545,My Ex and Whys,Horror,10,2002
546,My Ex and Whys,Fantasy,9,2009
547,In My Life,Fantasy,2,2005
548,A Second Chance,Romance,7,2009
549,The Hows of Us,Horror,5,2011
550,Bride for Rent,Fantasy,3,2012
551,Crazy Beautiful You,Action,7,2007
552,Tanging Yaman,Action,5,2011
553,You're Still The One,Horror,4,2005
554,My Big Love,Drama,10,2012
555,Here Comes the Bride,Drama,8,2005
556,Tanging Yaman,Action,7,2002
557,Suddenly It's Magic,Horror,2,2010
558,Sukob,Drama,8,2010
559,The Unmarried Wife,Comedy,8,2006
560,No Other Woman,Action,8,2011
561,Three Words to Forever,Horror,7,2010
562,You Changed My Life,Thriller,7,2006
563,No Other Woman,Fantasy,5,2008
564,The Girl in the Orange Dress,Thriller,4,2008
565,Ex with Benefits,Sci-Fi,4,2007
566,The Healing,Fantasy,2,2005
567,Ex with Benefits,Action,2,2003
568,No Other Woman,Romance,6,2003
569,Barcelona: A Love Untold,Fantasy,4,2012
570,You Changed My Life,Sci-Fi,5,2007
571,Alone/Together,Fantasy,7,2007
572,The Mistress,Action,5,2003
573,Seven Sundays,Horror,1,2011
574,Starting Over Again,Sci-Fi,1,2009
575,Till I Met You,Sci-Fi,1,2004
576,My Big Love,Romance,3,2008
577,It Takes a Man and a Woman,Drama,3,2007
578,The Healing,Drama,8,2002
579,Barcelona: A Love Untold,Fantasy,9,2009
580,The Love Affair,Comedy,6,2012
581,You're Still The One,Thriller,5,2002
582,Seven Sundays,Action,6,2002
583,All About Love,Thriller,3,2006
584,Crazy Beautiful You,Fantasy,6,2007
585,A Very Special Love,Romance,1,2006
586,All About Love,Action,2,2006
587,The Hows of Us,Action,2,2002
588,My Ex and Whys,Sci-Fi,7,2008
589,The Achy Breaky Hearts,Drama,3,2004
590,No Other Woman,Comedy,10,2010
591,My Amnesia Girl,Comedy,1,2011
592,Till I Met You,Romance,8,2005
593,Suddenly It's Magic,Horror,9,2009
594,Everything About Her,Romance,10,2012
595,You Changed My Life,Comedy,9,2005
596,In My Life,Thriller,7,2005
597,Tanging Yaman,Horror,10,2006
598,Love You to the Stars and Back,Sci-Fi,2,2005
599,My Ex and Whys,Comedy,2,2009
600,Alone/Together,Horror,4,2008
601,Three Words to Forever,Action,7,2011
602,Miss Granny,Thriller,3,2010
603,Kimmy Dora,Action,9,2011
604,The Love Affair,Romance,3,2009
605,You're Still The One,Sci-Fi,5,2011
606,Tanging Yaman,Romance,1,2003
607,The Breakup Playlist,Thriller,9,2004
608,The Girl in the Orange Dress,Action,5,2002
609,Bride for Rent,Fantasy,10,2003
610,Kasal Kasali Kasalo,Sci-Fi,4,2002
611,Everyday I Love You,Romance,9,2012
612,Exes Baggage,Drama,6,2007
613,Kasal Kasali Kasalo,Thriller,1,2009
614,The Achy Breaky Hearts,Sci-Fi,3,2007
615,Can't Help Falling In Love,Action,4,2011
616,Crazy Beautiful You,Comedy,7,2005
617,The Mistress,Comedy,7,2012
618,The Mistress,Horror,4,2006
619,All About Love,Thriller,4,2009
620,The Unmarried Wife,Horror,8,2008
621,The Breakup Playlist,Comedy,5,2009
622,One More Chance,Action,6,2009
623,My Ex and Whys,Horror,2,2008
624,No Other Woman,Comedy,3,2007
625,A Second Chance,Horror,6,2012
626,Tanging Yaman,Action,1,2008
627,Crazy Beautiful You,Comedy,2,2012
628,Kimmy Dora,Romance,2,2002
629,Crazy Beautiful You,Drama,4,2007
630,She's Dating the Gangster,Drama,1,2012
631,Kung Fu Divas,Sci-Fi,3,2008
632,The Achy Breaky Hearts,Drama,10,2008
633,All About Love,Horror,6,2004
634,Everyday I Love You,Horror,10,2007
635,The Healing,Action,2,2008
636,A Second Chance,Thriller,8,2008
637,One More Chance,Horror,10,2004
638,The Mistress,Horror,7,2012
639,My Ex and Whys,Sci-Fi,7,2010
640,The Unmarried Wife,Romance,10,2009
641,Bride for Rent,Sci-Fi,10,2005
642,No Other Woman,Sci-Fi,1,2009
643,My Ex and Whys,Fantasy,4,2008
644,She's the One,Horror,10,2003
645,Praybeyt Benjamin,Action,4,2002
646,Ang Tanging Ina,Thriller,2,2006
647,My Amnesia Girl,Horror,7,2008
648,Alone/Together,Horror,6,2010
649,The Hows of Us,Romance,4,2005
650,Feng Shui,Action,1,2011
651,The Love Affair,Fantasy,2,2012
652,Ex with Benefits,Horror,4,2011
653,She's Dating the Gangster,Action,3,2007
654,Dekada '70,Drama,1,2007
655,The Love Affair,Sci-Fi,3,2008
656,Ex with Benefits,Thriller,2,2004
657,The Love Affair,Action,4,2009
658,You're Still The One,Action,9,2010
659,Sisterakas,Romance,10,2006
660,In My Life,Comedy,7,2008
661,Four Sisters and a Wedding,Sci-Fi,5,2004
662,Love You to the Stars and Back,Sci-Fi,2,2005
663,Starting Over Again,Thriller,4,2006
664,My Ex and Whys,Drama,4,2010
665,No Other Woman,Fantasy,6,2008
666,Exes Baggage,Comedy,9,2010
667,Everything About Her,Drama,10,2011
668,In My Life,Thriller,6,2009
669,All About Love,Action,7,2007
670,Three Words to Forever,Fantasy,7,2008
671,One More Chance,Horror,8,2011
672,You're Still The One,Comedy,9,2006
673,You Changed My Life,Drama,2,2002
674,My Amnesia Girl,Drama,10,2008
675,In My Life,Sci-Fi,4,2008
676,Ang Tanging Ina,Thriller,8,2003
677,Sisterakas,Drama,8,2005
